DOMAIN	SUPERGROUP	HIGHER_RANK	CLASS	ORDER	FAMILY	GENUS	NUTRITION	MORPHOLOGY	LOCOMOTION	HABITAT	Sizes	REFERENCES	COMMENTS
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Pansomonadida	Agitatidae	Agitata	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	?10µm	Howe et al. 2011	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridea_X	Sainouridea_XX	bacterivore	NA	gliding	soil_and_freshwater	?10µm		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Sainouridae_X	bacterivore	NA	gliding	soil_and_freshwater	?10µm		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Cholamonas	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Sainouron	bacterivore	naked_amoeboflagellate	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Acantholus	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Sainouridae	Homocognatis	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Helkesimastigidae	Helkesimastigidae_X	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Helkesimastigidae	Helkesimastix	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Guttulinopsidae_X	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Olivorum	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Guttulinopsis	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Rosculus	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Sarcomonadea	Sainouridea	Guttulinopsidae	Puppisaman	bacterivore	naked_amoeba	gliding	soil_and_freshwater	?10µm	Schuler et al. 2018	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Thecofilosea_X	Thecofilosea_XX	Thecofilosea_XXX	NA	NA	NA	NA	NA		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Phaeodarea_X	Phaeodarea_XX	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Metusettidae	Metusettidae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Metusettidae	Gazeletta	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Challengeriidae	Challengeriidae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Challengeriidae	Chalengeron	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Challengeriidae	Protcystis	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Challengeriidae	Entocannula	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Porospathidae	Porospathidae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Porospathidae	Porospathis	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Tuscaroridae	Tuscaroridae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Tuscaroridae	Tuscaretta	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulosphaeridae	Aulosphaerida_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulosphaeridae	Auloscena	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulosphaeridae	Aulosphaera	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Sagosphaeridae	Sagosphaeridae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Sagosphaeridae	Sagoscena	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Medusettidae	Medusettidae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Medusettidae	Medusetta	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Coelodendridae	Coelodendridae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Coelodendridae	Coelodendrum	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Conchariidae	Conchariidae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Conchariidae	Conchellium	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulacanthidae	Aulacanthidae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulacanthidae	Aulacantha	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulacanthidae	Auloceros	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Aulacanthidae	Aulographis	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Phaeodinidae	Phaeodinidae_X	omnivore	testate_cell_silica	freely_swimming	marine	?51µm		Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Phaeodarea	Phaeodinidae	Phaeodina	omnivore	testate_cell_silica	freely_swimming	marine	?51µm	Nakamura et al. 2015	Phaeodarea do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryomonadida_X	Cryomonadida_XX	NA	testate_cell_organic	NA	NA	NA		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryothecomonadidae	Cryothecomonas-lineage_X	eukaryvore	testate_cell_organic	NA	marine	?10µm		Only added as a place holder since for compatibility with PR2 Taxonomy
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryothecomonadidae	Cryothecomonadidae_X	eukaryvore	testate_cell_organic	NA	marine	?10µm		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Cryothecomonadidae	Cryothecomonas	eukaryvore	testate_cell_organic	NA	marine	?10µm	"Cavalier Smith 1993; Thomsen et al. 1991"	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm		Only added as a place holder since for compatibility with PR2 Taxonomy
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Protaspididae	Protaspididae_X	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Protaspididae	Protaspa	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm	Howe et al. 2011	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Rhogostoma-lineage_X	omnivore	testate_cell_organic	gliding	soil_and_freshwater	?10µm		Only added as a place holder since for compatibility with PR2 Taxonomy
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Rhogostomidae_X	omnivore	testate_cell_organic	gliding	soil_and_freshwater	?10µm		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Capsellina	omnivore	testate_cell_organic	gliding	soil_and_freshwater	?10µm	"Howe et al. 2011; Dumack et al. 2017"	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Rhogostoma	omnivore	testate_cell_organic	gliding	soil_and_freshwater	?10µm	Dumack et al. 2017a	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Sacciforma	omnivore	testate_cell_organic	gliding	soil_and_freshwater	11µm-30µm	Dumack et al. 2017a	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventricleftida_CCW10-lineage	Ventricleftida_CCW10-lineage_X	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventricleftida_X	Ventricleftida_XX	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventricleftida_CCW10-lineage	Ventricleftida_CCW10-lineage_X	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Verrucomonas	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm	Howe et al. 2011	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissura	eukaryvore	testate_cell_organic	gliding	marine	31µm-50µm	Howe et al. 2011	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriida_X	Ebriida_XX	NA	NA	NA	NA	NA		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebridea	Ebridea_X	NA	NA	NA	NA	NA		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebridea	Ebriidea_TAGIRI_1_2	NA	NA	NA	NA	NA	Hoppenrath & Leander 2006	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriacea	Ebriacea_X	NA	NA	freely_swimming	marine	NA	Howe et al. 2011	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriacea	Ebria	eukaryvore	testate_cell_silica	freely_swimming	marine	11µm-30µm	"Hoppenrath & Leander 2006; Howe et al. 2011"	Ebria do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriacea	Botuliforma	NA	testate_cell_organic	freely_swimming	marine	31µm-50µm	Chantangsi & Leander 2010a	Ebria do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Thecofilosea_X	Thecofilosea_Novel-clade-4	Thecofilosea_Novel-clade-4_X	eukaryvore	testate_cell_organic	gliding	ubiquitous	31µm-50µm		Ebria do not possess a shell, but a siliceous skeleton. Therefore we assimilate them to the siliceous testate cells.
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Tectofilosida_X	Tectofilosida_XX	eukaryvore	testate_cell_organic	gliding	NA	NA		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Pseudodifflugiidae	Pseudodifflugiidae_X	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	NA		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Pseudodifflugiidae	Pseudodifflugia	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	31µm-50µm	"Howe et al. 2011; Wylezich et al. 2002"	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Rhizaspididae	Rhizaspididae_X	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	31µm-50µm		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Rhizaspididae	Rhizaspis	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	31µm-50µm	Dumack et al. 2017a	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Fiscullidae	Fiscullidae_X	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	NA		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Fiscullidae	Fisculla	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	11µm-30µm	Dumack et al. 2017b	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Chlamydophryidae	Chlamydophryidae_X	eukaryvore	testate_cell_organic	gliding	NA	NA		
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Chlamydophryidae	Lecythium	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	31µm-50µm	Dumack et al. 2017b	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Chlamydophryidae	Diaphoropodon	eukaryvore	testate_cell_organic	gliding	soil_and_freshwater	31µm-50µm	Dumack et al. 2017c	
Eukaryota	Rhizaria	Cercozoa	Thecofilosea	Tectofilosida	Chlamydophryidae	Trachyrhizium	eukaryvore	testate_cell_organic	gliding	marine	11µm-30µm	Shiratori & Ishida 2016	
